Cyt3	Cyt1	Cyt2	FP3	FP2	FP1	Nuc3	Nuc2	Nuc1	1wChAC3	1wChAC2	1wChAC1	2wChAC2	2wChAC1	2wChAC3	3wChAC2	3wChAC3	3wChAC1	Cluster	Protein.Group	Proteins
-0.592231	-0.589943	-0.594004	-0.640791	-0.260387	-0.178009	-3.08349			0.614028	0.684133	0.706597	0.695122	0.625871	0.687063	0.660265	0.60135	0.66443	III - Chromatin II	P59808	SASH1
1.55768	1.79404	1.49549							-0.356975	-0.451197	-0.413338	-0.307303	-0.339012	-0.385076	-0.820949	-0.806972	-0.966386	VI - Golgi+vesicles	Q8K190	SAYSD1
1.31598	1.2999	1.25913	1.05063	1.07003	1.11584	0.395704	0.450509	0.463607	-0.91679	-0.877942	-0.963644	-1.00785	-0.912121	-0.783824	-1.03395	-0.948148	-0.977061	VII - Ribosomes	P70122	SBDS
1.36382	1.36896	1.28425	1.17709	1.12914	1.21196	0.239548	0.198474	0.087433	-0.941031	-0.967469	-1.09437	-0.860446	-0.740523	-0.616574	-1.00514	-0.899251	-0.935862	VII - Ribosomes	"Q689Z5;Q689Z5-2"	SBNO1
-1.90544	-1.67828	-1.36559	-1.14522	-0.561687	-0.93728	-0.0308786	0.212327	0.0332209	0.755495	0.671292	0.774464	0.840564	0.843561	0.72478	0.989675	0.823651	0.955343	II - Chromatin I	Q5U4C3	SCAF1
-1.94778	-2.17478	-2.06034	-0.266142	-0.228361	-0.0595428	0.218511	0.45425	0.289487	0.549918	0.559735	0.558365	0.585308	0.593197	0.7186	0.724479	0.766075	0.719019	II - Chromatin I	E9PZM7	SCAF11
-2.19961	-1.84572	-1.7353	-0.978117	-0.325685	-0.210926	0.780556	0.508759	0.424097	0.513382	0.513001	0.419499	0.697774	0.599094	0.678647	0.664176	0.65134	0.845034	II - Chromatin I	Q7TSH6-3	SCAF4
			-1.49164	-1.94103	-1.54658	-0.404642	-0.57063	-0.521245	0.782535	0.646818	0.900469	0.504209	0.749114	0.717425	0.958552	0.71746	0.499189	III - Chromatin II	Q8C8N2	SCAI
0.974487	1.03435	1.09821	0.375482	0.43157	0.465199	-1.14999	-0.702161	-0.930376		-1.59677								V - Plasma membrane	Q8K021	SCAMP1
1.57154	1.60029	1.6336	1.10787	1.10489	1.09274	-0.763076	-0.755916	-0.829724	-0.463364	-0.716618	-0.534038	-0.570081	-0.667181	-0.502414	-0.71888	-0.800529	-0.789107	VIII - Cytoplasm	O35609	SCAMP3
0.902381	1.01048	1.05413	0.0639467	0.344865	0.393169	-1.28141	-1.10263	-1.38493										V - Plasma membrane	O35114	SCARB2
2.19194	2.03796	2.04041	-0.746421	-0.678771	-0.569823	-0.738689	-0.651463	-0.732903	0.109664	-0.0383129	0.0121626	-0.215917	-0.175897	-0.312321	-0.693298	-0.483311	-0.355015	VI - Golgi+vesicles	P13516	SCD1
1.58359	1.52058	1.49727	1.04926	1.07012	1.10545	-0.0706907	-0.151794	-0.00888552	-0.77892	-0.848991	-0.849227	-0.895728	-0.88881	-0.750071	-0.954535	-0.790539	-0.838067	VIII - Cytoplasm	Q8BRF7	SCFD1
1.02436	1.27611	1.34563	1.08463	0.953191	1.13913	0.445637	0.319331	0.390385	-0.703263	-0.866979	-0.526895	-0.399882	-0.392278	-0.777884	-1.41284	-1.58467	-1.31372	VII - Ribosomes	"Q8BTY8;Q8BTY8-2"	SCFD2
0.75825		0.464649	0.46078	0.698565	0.519398	-1.32976	-1.57188											V - Plasma membrane	"Q9JJV9;Q9JJV9-2"	SCN5A
1.75636	1.49533	1.47799	1.00303	0.833854	0.684634	-0.00369726	0.400352	-0.247199	-0.604727	-1.25602	-1.39021	-1.19727	-0.777652	-0.574628	-0.479908	-0.58324	-0.536996	IX - Mitochondria	Q5SUC9	SCO1
1.36373	1.31347	1.44292	1.21217	1.22046	1.28335	-0.0663516	-0.0757118	-0.0433564	-0.588496	-0.858414	-0.845272	-0.745841	-0.708023	-0.863412	-0.969439	-1.15523	-0.916545	VIII - Cytoplasm	P32020	SCP2
0.832354	0.888106	0.882817	0.591043	0.601888	0.619568	-0.851969	-0.901285	-0.801662			-1.86086							VIII - Cytoplasm	Q920A5	SCPEP1
0.948287	0.978074	0.900355	1.45069	1.35724	1.36446	0.52225	0.462696	0.342119	-0.876678	-0.992121	-0.937639	-0.708827	-0.814363	-0.870228	-1.24506	-1.09328	-0.78796	VII - Ribosomes	Q9EQC5	SCYL1
1.25124	1.48637	1.44761	1.16769	1.08794	1.04539	0.237471	0.156163	0.125035	-1.02933	-0.796486	-0.797486	-0.715181	-0.657599	-0.945079	-1.12846	-0.76744	-1.16783	IX - Mitochondria	Q8CFE4	SCYL2
-0.0380726	0.0967487	0.194277	1.16436	1.14903	1.26559	-1.77881	-0.437244	-0.727839				-0.888041						V - Plasma membrane	"Q9DBQ7;Q9DBQ7-3"	SCYL3
-2.09418	-2.37602	-1.8603	0.260185	0.32584	0.352018	0.0161432	0.106557	-0.0419272	0.536255	0.448541	0.557288	0.644887	0.546723	0.555273	0.702613	0.72922	0.590894	II - Chromatin I	"Q80UZ2;Q80UZ2-2"	SDAD1
1.15277	1.01896	1.02733	0.61515	1.16736	1.71376	-0.129432	0.0887783	0.0149529	-1.2786	-0.554195	-1.04227		-0.820865	-0.990514	-1.32682		-0.65636	VIII - Cytoplasm	O35988	SDC4
0.841449	0.827466	0.886834	0.706645	0.72058	0.720634	-0.503199	-0.42035	-0.417433							-1.79338		-1.56925	VIII - Cytoplasm	O08992	SDCBP
1.45516	1.44144	1.44389	1.19223	1.1792	1.09451	-0.456952	-0.59998	-0.148422	-0.834386	-0.580262	-0.429401	-0.372359	-0.194326	-0.894049	-1.52537	-1.01077	-0.760153	VIII - Cytoplasm	Q8K1J5	SDE2
0.876534	0.863665	0.704562	1.09967	1.12673	1.08119	0.894838	0.98433	0.973566	-1.29753	-0.82527	-0.783808	-1.17679	-1.09999	-0.796842	-1.12213	-0.867658	-0.635078	VII - Ribosomes	Q9DCT5	SDF2
1.08876	0.972531	1.0208	0.896883	0.951822	0.92426	0.978143	0.932477	0.922854	-1.0634	-0.994776	-0.868161	-0.603289	-0.938761	-1.13299	-0.988259	-1.01898	-1.07991	VII - Ribosomes	Q9ESP1	SDF2L1
1.4375	1.44927	1.48221	1.21206	1.21638	1.15429	-0.508333	-0.292429	-0.533894	-0.394875	-1.04164	-0.216603	-1.11595	-1.13761	-0.743183	-0.739927	-0.765201	-0.462074	VIII - Cytoplasm	Q61112	SDF4
1.55135	1.62949	1.62063	1.12837	1.07929	1.08193	-0.494824	-0.43166	-0.428513	-0.700998	-0.691865	-0.674622	-0.73522	-0.679775	-0.713351	-0.831728	-0.863813	-0.844697	VIII - Cytoplasm	Q8K2B3	SDHA
1.52558	1.55505	1.58661	1.07097	1.11387	1.09661	-0.236649	-0.184954	-0.210124	-0.725136	-0.711562	-0.7451	-0.952643	-0.760034	-0.764371	-0.870207	-0.884392	-0.903513	VIII - Cytoplasm	Q9CQA3	SDHB
1.24172	1.27462	1.25834	-0.0791719	-0.264705	-0.565287				-0.679588	-1.13294	-1.05299							VI - Golgi+vesicles	Q9CZB0	SDHC
-0.148662	-0.0818206	-0.204903	0.567752	0.132882	0.756442	1.78134	1.82877	1.77981	-0.155377	-0.671763	-0.892814	-0.704115	-0.0893904	-1.23605	-0.790803	-1.50633	-0.364965	IV - Nuclear periphery	Q9R0P6	SEC11A
1.12119	0.999951	1.21279	1.60565	1.64841	1.44889	-0.446293	-0.444289	-0.38088	-0.860864	-0.683285	-0.828953	-0.330564	-0.755123	-0.854625	-0.739559	-0.762089	-0.950354	VIII - Cytoplasm	"A8Y5H7;A8Y5H7-2;A8Y5H7-3"	SEC14L1
0.992019	0.979905	1.05431	0.512161	0.604847	0.620648	-2.0146	-2.048	-2.10864	0.224137	0.171201	0.129642	0.163213	0.154463	0.177363	0.175109	0.107928	0.104288	V - Plasma membrane	E9QAT4-2	SEC16A
1.91931	2.12814	2.09557	0.164026	0.273322	0.121809	-0.359855	-0.510079	-0.380587	-0.298786	-0.634556	-0.77436	-0.640732	-0.510403	-0.233443	-0.714091	-0.643286	-1.002	VI - Golgi+vesicles	O08547	SEC22B
1.4569	1.43186	1.29629	0.808188	0.590404	0.907489	0.740366	0.634781	0.588102	-1.03354	-0.982503	-1.00109	-0.811574	-0.795068	-0.922128	-1.10623	-0.898222	-0.904024	VII - Ribosomes	Q01405	SEC23A
1.29629	1.24513	1.42772	0.892075	0.7345	0.814968	0.768879	0.75932	0.504236	-1.11289	-1.31073	-1.11402	-0.662407	-0.83867	-0.827857	-0.640481	-0.967298	-0.968775	VII - Ribosomes	Q9D662	SEC23B
1.64385	1.61307	1.63012	0.97173	1.12305	0.998298	-0.772026	-0.512735	-0.500995	-0.782022	-0.418043	-0.272754	-0.653061	-0.541985	-0.905419	-0.963557	-0.720084	-0.937432	VIII - Cytoplasm	Q6NZC7	SEC23IP
1.07158	0.893099	0.96971	1.36088	1.26465	1.19803	0.495822	0.676812	0.571046	-1.00235	-0.964139	-0.919204	-0.81842	-0.686307	-0.834776	-1.05772	-1.11608	-1.10265	VII - Ribosomes	Q3U2P1	SEC24A
1.97538	2.19388	2.0391	0.00450886	0.0273568	-0.650807	-0.00134565	-0.279622	0.0835666	-0.639836	-0.458057	-0.329437	-0.372218	-0.541969	-0.523789	-0.907937	-0.653766	-0.965005	IX - Mitochondria	Q80ZX0	SEC24B
1.48153	1.38961	1.30307	0.870911	1.04855	1.01207	0.293652	0.199144	0.532101	-0.921819	-1.08005	-0.861717	-0.604858	-0.558642	-0.624215	-1.27177	-1.15036	-1.05721	VII - Ribosomes	A0A286YDI8	SEC24C
1.1018	1.11813	1.22961	0.810246	0.923993	1.05778	0.586817	0.529428	0.479003	-0.141805	-0.692345	-0.429551	-0.466648	-0.662274	-1.25742	-1.91831	-1.56222	-0.706227	VII - Ribosomes	Q6NXL1	SEC24D
1.56643	1.55649	1.65572	1.07345	1.16678	1.13213	-0.546634	-0.576969	-0.659348	-0.71722	-0.731155	-0.728877	-0.69125	-0.735496	-0.644562	-0.772087	-0.705645	-0.641757	VIII - Cytoplasm	Q3UPL0	SEC31A
0.883878	0.910989	0.796924	-1.45788	-1.68297	-1.84486	-1.12281	-1.02135	-0.880407	0.73844	0.695339	0.658627	0.615163	0.543764	0.541947	0.504687	0.578147	0.542364	III - Chromatin II	P61620	SEC61A1
1.32507	0.760314	1.36365	-1.45357	-1.74865	-2.07665	-0.499928	-0.8071	-0.73335	0.748728	0.443309	0.592771	0.328232	0.30663	0.526758	0.327306	0.222155	0.374328	III - Chromatin II	Q9CQS8	SEC61B
			0.706587	0.80629	0.837254	0.858267	0.914864	0.783282	-1.24907	-0.908716	-1.03257		-1.57842				-0.13778	VII - Ribosomes	P60060	SEC61G
0.0272517	0.367569	0.335053	1.65104	1.67756	1.53097	0.872422	0.39333	0.892015	-1.23568	-1.20549	-0.93301	-0.862376	-0.578678	-0.868102	-0.619731	-0.569218	-0.874936	IV - Nuclear periphery	Q3U1C4	SECISBP2
-1.61898	-1.72442	-1.72937	0.444182	0.224621	-0.110652	1.53335	1.77135	1.61	-0.00915951	-0.0296405	-0.167344	0.0469933	-0.0358321	-0.170407	-0.0617806	0.0766175	-0.0495119	I - Nucleoplasm	"Q8R2U0;Q8R2U0-2"	SEH1L
2.00938	1.86888	2.2728	-0.100875	0.165846	-0.150328	-1.18356	-0.967636	-0.470356	-0.196231	-0.244577	-0.661526	-0.417148	-0.297066	-0.363632	-0.685975	-0.046755	-0.531246	VI - Golgi+vesicles	Q9Z2G6	SEL1L
0.710173	0.757794	0.634298	0.646048	0.689644	0.555463	-1.3647	-1.30951	-1.31922										V - Plasma membrane	Q9ERR7	SELENOF
-0.525684	0.205247	-0.319306	1.13796	1.11584	0.975627	1.17933	1.15578	0.979748	-0.475483	-0.757133	-1.02276				-1.33593	-1.37516	-0.938066	IV - Nuclear periphery	P62342	SELENOT
1.93706	2.01492	1.97294	0.20077	0.333897	0.216219	-0.343621	-0.382088	-0.732299	-0.363822	-0.55643	-0.315604	-0.371271	-0.386166	-0.490986	-1.60583	-0.485056	-0.642631	VI - Golgi+vesicles	Q62179	SEMA4B
-1.65646	-1.65093	-1.87027	-0.708186	-0.67074	-0.714284	-0.121307	-0.13242	-0.131689	0.862327	0.79522	0.842003	0.833975	0.867966	0.839514	0.841707	0.85876	0.914816	II - Chromatin I	P59110	SENP1
			-1.56941	-1.62545	-1.46981	-0.91306	-0.507031	-0.671259	0.70947	0.841455	0.814278	0.516202	0.729087	0.629398	0.878012	0.896341	0.741775	III - Chromatin II	"Q91ZX6;Q91ZX6-2;Q91ZX6-3"	SENP2
-1.94577	-1.68528	-1.74022	-0.707363	-0.877486	-0.832413	1.04799	0.842846	0.761843	0.692792	0.627677	0.676058	0.537087	0.469678	0.48651	0.588358	0.602397	0.455296	II - Chromatin I	Q9EP97	SENP3
-0.427107	-0.721132	-0.370501	1.01743	1.17762	1.42127	1.58565	1.40016	1.34095	-0.773297	-0.433537	-0.592926	-0.44715	-0.265984	-0.579679	-1.08529	-1.12521	-1.12128	IV - Nuclear periphery	Q6P7W0	SENP6
1.61923	1.65001	1.65484	1.0182	0.982975	0.979193	-0.186658	-0.280571	-0.279126	-0.857651	-0.870884	-0.816261	-0.6618	-0.69882	-0.930218	-0.865358	-0.701367	-0.755731	VIII - Cytoplasm	Q8BH69	SEPHS1
1.07151	1.12446	1.30319	1.14498	1.07885	1.11117	0.388165	-0.142292	0.00351671	-1.78273	-0.694349		-0.518311	-0.130935	-0.682947	-1.20624	-1.07135	-0.996688	VII - Ribosomes	P97364	SEPHS2
1.11173	1.07874	1.13775	1.44407	1.40503	1.44379	0.0907839	0.0903552	0.167807	-0.973287	-0.870601	-0.803346	-0.880305	-0.87527	-0.796024	-1.04075	-0.788868	-0.941604	VII - Ribosomes	P42209	SEPTIN1
0.952888	1.01746	1.15269	1.05848	0.97856	0.889765	0.411496	0.486813	0.714985	-0.209204	-0.901435	-0.53286	-0.476141	-0.207581	-0.321643	-1.54472	-1.62913	-1.84042	VII - Ribosomes	"Q8C650;Q8C650-2"	SEPTIN10
1.02842	1.02373	1.05948	1.00998	0.953992	0.970681	0.965582	0.90319	0.77771	-1.02629	-0.975672	-0.990262	-0.808861	-0.702804	-0.909322	-1.10338	-1.07515	-1.10102	VII - Ribosomes	"Q8C1B7;Q8C1B7-2;Q8C1B7-3"	SEPTIN11
1.45613	1.3847	1.43354	0.65745	0.580101	0.528979	0.830475	0.789572	0.721102	-0.948304	-1.01394	-1.05211	-0.70186	-0.735181	-0.719825	-1.09158	-1.02181	-1.09744	VII - Ribosomes	P42208	SEPTIN2
-0.382668	-0.309703	-0.443093	-1.04585	-1.15535	-0.666265	-0.187553	-0.181422	-0.339615	1.32684						1.60066	1.78402		III - Chromatin II	"Q9Z1S5;Q9Z1S5-2"	SEPTIN3
0.616644	0.685921	0.837093	0.78844	0.852183	0.964775	1.24466	1.09224	1.03007	-1.11248	-1.18341	-1.05269	-0.991271	-0.961462	-0.755847	-1.15173		-0.903141	VII - Ribosomes	"Q9R1T4;Q9R1T4-2;Q9R1T4-3"	SEPTIN6
1.19102	1.14774	1.15617	0.982622	0.871861	1.02255	0.726367	0.72914	0.811105	-1.07071	-1.05254	-0.9872	-0.759435	-0.810369	-0.779005	-1.06252	-1.07443	-1.04238	VII - Ribosomes	O55131	SEPTIN7
1.00693	0.977185	0.984858	0.986825	0.963473	1.0114	0.948204	0.959948	0.862663	-0.971135	-0.995811	-1.06244	-0.7575	-0.799172	-0.825277	-1.15301	-1.09366	-1.04347	VII - Ribosomes	Q80UG5	SEPTIN9
2.06345	2.12294	2.01205	0.125908	0.349732	0.154906	-0.504166	-0.563433	-0.887809	-0.4998	-0.532536	-0.49139	-0.545562	-0.472945	-0.518071	-0.551502	-0.641043	-0.620726	VI - Golgi+vesicles	Q9CY58	SERBP1
1.52719	1.51891	1.62506	0.704369	1.13749	1.05044	-0.0606741	-0.0400588	-0.16381	-0.361293	-0.429251	-0.608401	-0.578423	-0.78599	-1.16728	-1.0908	-1.21317	-1.06431	VIII - Cytoplasm	Q9CY58-3	SERBP1 (isof.1)
1.27889	1.16252	1.1239							-1.05373					-0.805824	-0.456783	-0.651768	-0.597209	VIII - Cytoplasm	A0A0N4SV40	SERBP1 (isof.2)
0.650178	0.589207	0.732586	1.19966	0.991769	1.09465	1.12249	1.12326	1.01712	-1.32439	-0.974364	-1.17999	-0.949439	-0.960368	-1.09366	-0.598351	-0.771341	-0.669014	VII - Ribosomes	P84102	SERF2
0.586048	0.645923	0.675121	0.806306	0.895861	0.799894	-0.788878	-0.847003	-0.883764	-1.88951									V - Plasma membrane	Q9EPB5	SERHL
0.780897	0.794858	0.790846	0.777038	0.731507	0.743289	-0.98541	-1.26153	-1.00257									-1.36893	V - Plasma membrane	Q60854	SERPINB6
0.730337	0.674466	0.818242	0.829987	0.800873	0.76988	-1.11359	-1.26895			-1.28987						-0.951378		V - Plasma membrane	W4VSP4	SERPINB6C
0.607623	0.679848	0.692464	0.451624	0.351107	0.393077		-1.653	-1.83737							0.314631			V - Plasma membrane	Q9DAV6	SERPINB9B
0.162782	0.160873	0.169722				1.73264	1.70027	1.87058	-0.781027	-0.739627	-0.883118	-1.04441	-0.983154	-0.277292	-0.553675	-0.32273	-0.211829	IV - Nuclear periphery	P32261	SERPINC1
1.63804	1.60406	1.61144	0.553488	0.583277	0.538279	0.514259	0.49911	0.501896	-1.15608	-0.801895	-0.706842	-0.751343	-0.755735	-0.870068	-0.862101	-0.926846	-1.21293	IX - Mitochondria	P19324	SERPINH1
1.29106	1.29066	1.30477	1.07884	1.10665	1.07833	0.417299	0.39539	0.448316	-0.984994	-1.00217	-0.959381	-0.850779	-0.951603	-0.956703	-0.912247	-0.864282	-0.929153	VII - Ribosomes	Q9EQU5	SET
1.42131	1.31845	1.40748	-0.131347	-0.14115	0.442385	-0.69101	-0.485185	-0.915317	-1.12483			-1.10079						VI - Golgi+vesicles	Q9EQU5-2	SET (isof.)
-0.777225	-0.804284	-0.743225	0.989144	1.03635	1.07921	1.74541	1.70793	1.49295	-0.663224	-0.756069	-0.654883	-0.535354	-0.613424	-0.368737	-0.669246	-0.84767	-0.617651	IV - Nuclear periphery	E9PYH6	SETD1A
-1.59604	-1.99048	-2.16914	-0.500196	-0.393261	-0.397209	0.296517	0.0352579	-0.0254805	0.587562	0.656169	0.730871	0.690489	0.767692	0.706188	0.884417	0.822082	0.894561	II - Chromatin I	"E9Q5F9;E9Q5F9-2"	SETD2
1.26358	1.17577	1.29749	0.870331	0.817307	0.767508	0.535094	0.499004	0.423345	-1.03839	-0.992189	-2.35204	-0.561911	-0.863555	-0.285837	-0.483771	-0.359713	-0.712031	VII - Ribosomes	Q91WC0	SETD3
1.33761	1.27836	1.03119	1.15069	1.06882	0.959499	0.514714	0.548647	0.453242	-0.673662	-0.774779	-0.589114	-1.00158	-1.06614	-0.570043	-1.18066	-1.20603	-1.28076	VII - Ribosomes	"O88974;O88974-4"	SETDB1
-1.30524	-1.57854	-1.46768	-0.0161791	0.0698413	0.119305	-1.11067	-1.21253	-1.17069	0.786553	0.819275	0.824818	0.809534	0.883938	0.852376	0.906446	0.876742	0.912699	II - Chromatin I	A2AKX3	SETX
-0.789878	-1.50969	-1.64911	0.590487	0.151225	0.902731	1.42071	1.13	1.29904	0.202247	0.320705	0.392313	0.548689	0.507244	0.0411811	-1.37499	-0.894912	-1.28799	I - Nucleoplasm	"E9Q4Q2;F6Z9W2"	SF1
-2.30007	-1.84886	-2.04329	-0.311455	-0.14407	-0.202076	0.687269	0.625667	0.62874	0.574577	0.614262	0.564682	0.50094	0.555553	0.524382	0.489294	0.470358	0.614098	II - Chromatin I	Q8K4Z5	SF3A1
-1.38466	-2.6605	-1.91351	-0.245732	0.0132368	0.0256844	0.828026	1.04297	0.96527	0.585945	0.656283	0.592917	0.391908	0.375949	0.272691	0.0631193	0.222249	0.168157	I - Nucleoplasm	Q62203	SF3A2
-2.02685	-2.05854	-2.0617	0.328083	0.515419	0.561583	1.10269	0.853026	1.01473	0.145484	-0.114007	-0.092608	0.535694	0.309973	0.368576	0.383662	0.0656174	0.169172	I - Nucleoplasm	G3UVU2	SF3A2
-2.02176	-2.19907	-2.05792	-0.0206578	0.0152245	-0.143767	0.607009	0.7676	0.623284	0.790459	0.642655	0.67229	0.547037	0.489734	0.461175	0.219887	0.305746	0.301076	II - Chromatin I	Q9D554	SF3A3
-2.08037	-1.9814	-1.97165	-0.349728	-0.38431	-0.376431	0.376175	0.381729	0.396686	0.594975	0.631773	0.606549	0.712949	0.723793	0.661484	0.692412	0.690159	0.675204	II - Chromatin I	Q99NB9	SF3B1
-1.10738	-1.36953	-1.42322	-1.64569			-0.473756	-0.616576	-0.687397	0.797257	0.652445	0.689358	0.919682	1.02618	0.89999	0.765131	0.882582	0.690921	II - Chromatin I	G5E866	SF3B1 (isof.)
-2.04212	-2.03309	-1.93329	-0.409863	-0.30263	-0.389628	0.353916	0.285911	0.296758	0.727469	0.731699	0.680487	0.633008	0.628482	0.633418	0.692827	0.698172	0.748475	II - Chromatin I	Q3UJB0	SF3B2
-1.87645	-1.75308	-1.92279	-0.509642	-0.580504	-0.846082	0.360494	0.184418	0.114146	0.78495	0.745618	0.779528	0.877799	0.779123	0.703244	0.727493	0.79625	0.635482	II - Chromatin I	Q921M3	SF3B3
-1.93094	-2.02978	-1.85309	0.521087	0.489734	0.507557	0.972784	1.1219	1.14613	0.425439	0.383773	0.555691	0.338759	0.377848	0.189865	-0.413701	-0.347987	-0.45506	I - Nucleoplasm	Q8QZY9	SF3B4
0.299412	0.0354511	-0.175579	1.01989	0.669198	0.738983	1.66058	1.72914	1.56528	-0.643521	-0.66982	-0.768188	-0.858114	-1.306	-0.876048	-0.942015	-0.782168	-0.696479	IV - Nuclear periphery	Q923D4	SF3B5
-1.73183	-1.9154	-1.49203	-0.785859	-0.741691	-0.806768	0.152035	0.0133707	0.0825699	1.00601	1.10446	1.0415	0.879613	0.798674	0.85593	0.452779	0.520881	0.565749	II - Chromatin I	P59708	SF3B6
-1.4568	-1.90849	-2.14957	-0.750446	-0.583641		0.892492	1.16001	0.859193	0.507559	0.340965	0.191323	0.44876	0.530383	0.371005	0.535376	0.48157	0.530312	II - Chromatin I	Q5DTW2-2	SFMBT2
1.57071	1.6189	1.6249	1.26976	1.00479	0.913609	-1.16873	-0.720457	-0.865125	-0.606559	-0.59365	-0.570288	-0.275211	-0.617982	-0.594386	-0.713397	-0.615436	-0.661459	VIII - Cytoplasm	O70456	SFN
-1.23498	-1.21776	-1.27195	-1.07385	-1.06763	-1.17556	-0.473535	-0.446244	-0.502134	0.880431	0.960982	0.926385	0.877483	0.838344	0.837023	1.05543	1.05914	1.02843	II - Chromatin I	Q8VIJ6	SFPQ
1.76494	1.82047	1.88039	0.649447	0.761313	0.835929	-0.465609	-0.493111	-0.42811	-0.655003	-0.470724	-0.813315	-0.57586	-0.907902	-1.00279	-0.565374	-0.729309	-0.605383	VIII - Cytoplasm	"Q8BP27;Q8BP27-2"	SFR1
-1.76358	-2.04364	-2.22953	-0.364054	-0.223342	-0.318564	0.248259	0.227328	0.276347	0.64657	0.674063	0.65621	0.662715	0.664763	0.688898	0.729332	0.718414	0.749806	II - Chromatin I	Q3USH5	SFSWAP
1.12561	1.17341	1.18976	1.00421	0.959005	0.953235	0.748768	0.718689	0.768511	-0.770054	-0.893068	-0.969224	-0.837055	-1.06469	-0.862023	-1.1926	-1.0209	-1.03161	VII - Ribosomes	Q99JR1	SFXN1
		0.425831	-1.44327	-1.29658	-1.56523	-1.22436	-0.902192	-0.931558	0.800856	0.741476	0.805	0.675257	0.685562	0.765543	0.967015	0.654752	0.841887	III - Chromatin II	Q9CXH7	SGO1
-2.07825	-1.79868	-2.2551	-0.302076	-0.245742	-0.30367	0.708116	0.700782	0.648362	0.514564	0.546466	0.555268	0.55767	0.526203	0.532304	0.581536	0.512907	0.599336	II - Chromatin I	Q7TSY8	SGO2
1.22011	1.23534	1.30967	1.13451	1.13332	1.25286	-0.0355366	-0.0893094	-0.0663103	-1.02016	-1.03485	-1.05549	-1.08233	-1.14758	-0.992032	0.197427	0.19752	-1.15715	VIII - Cytoplasm	Q8BJU0-2	SGTA
0.815661	0.920464	0.885984	0.141533	0.017557	0.257089	-1.5042	-1.53409											V - Plasma membrane	Q9JJU8	SH3BGRL
1.19594	1.6348	0.443336	0.5147	0.56555	0.446159	-1.21356	-1.1137	-0.659587					-1.15583		-0.657819			VI - Golgi+vesicles	Q91VW3	SH3BGRL3
1.08002	1.15984	1.22834	0.800075	0.882124	0.823222	0.856838	0.956237	0.864981	-1.04561	-0.967219	-1.14604	-0.721953	-1.05847	-0.743279	-0.955714	-1.07845	-0.934951	VII - Ribosomes	P55194	SH3BP1
1.19665	0.739497	0.471828	1.46706	1.68463	0.69661	0.655648	0.156021	0.169853	-0.459859	-1.72543	-1.0209	-0.0685297	-0.157919	-0.344867	-0.898108	-1.71212	-0.850067	VII - Ribosomes	Q921I6	SH3BP4
1.22685	0.959175	1.15158	1.6087	1.24155	1.52878	-0.261734	-0.00500508	-0.91439	-0.238507	-0.426994	-1.02359	-0.407416	-1.11102	-1.2896	-0.640135	-0.96353	-0.434703	VIII - Cytoplasm	Q91X43	SH3D19
1.27916	1.27933	1.37454	1.17041	1.21511	1.16604	0.250929	0.255334	0.185506	-0.953879	-0.992916	-0.929288	-0.805918	-0.856943	-0.87253	-1.02435	-0.853544	-0.887005	VII - Ribosomes	Q62419	SH3GL1
1.24713	1.27534	1.24245	1.20989	1.21318	1.23794	0.227738	0.132722	0.251977	-0.824159	-0.763083	-1.4535	-0.762428	-0.936687	-0.71577	-1.12488	-0.738002	-0.719855	VII - Ribosomes	Q62420	SH3GL2
1.46012	1.52628	1.60893	1.21538	1.17983	1.15499	-0.671199	-0.64912	-0.797272	-0.673424	-0.669095	-0.885351	-0.461035	-0.574288	-0.474594	-0.647085	-0.916463	-0.726602	VIII - Cytoplasm	Q9JK48	SH3GLB1
1.25872	1.32209	1.29147	0.853557	0.952275	0.909379	-0.819934	-0.942039		-0.709466		-0.816647			-1.02382	-0.629784	-0.887321	-0.758479	VIII - Cytoplasm	"Q8R3V5;Q8R3V5-1"	SH3GLB2
1.4961	1.47065	1.71343	-0.616845	-0.713567	-0.396626	-1.62444	-1.38669	-1.55768	0.196429	0.173558	0.279211	-0.638763	0.777097	0.602545	0.273056	0.10006	-0.147518	VI - Golgi+vesicles	"O89032;O89032-2;O89032-3"	SH3PXD2A
1.14781	1.54508	1.57635							-0.443915	-0.85093	-0.712885	-0.661232		-0.691507	-0.292059	-0.616711		VIII - Cytoplasm	"Q4ACU6;Q4ACU6-10;Q4ACU6-11;Q4ACU6-3;Q4ACU6-7;Q4ACU6-8;Q4ACU6-9"	SHANK3
1.39233	1.32127	1.39056	1.37851	1.3544	1.33693	-0.469665	-0.589174	-0.47134	-0.752396	-0.605518	-0.762014	-0.590882	-0.603332	-0.629927	-0.79305	-0.957915	-0.948779	VIII - Cytoplasm	"P98083;P98083-2"	SHC1
1.00129	1.11351	0.995883	1.85799	1.39408	1.34278	-1.17118	-1.28845	-1.2058	-0.448714	-0.289289	-0.443638	-0.338821	-0.12546	-0.482358	-0.649199	-0.72541	-0.537222	V - Plasma membrane	Q9Z179	SHCBP1
0.538852	0.399166	0.671598	0.725365	0.756964	0.716072	-1.06577	-0.827281	-1.91496										V - Plasma membrane	"Q8CG80;Q8CG80-2"	SHF
