FP_n1	FP_n2	FP_n3	FP_f1	FP_f2	FP_f3	FP_p1	FP_p2	FP_p3	Ch_n1	Ch_n2	Ch_n3	Ch_f1	Ch_f2	Ch_f3	Ch_p1	Ch_p2	Ch_p3	Ch_FDR005	Ch_FDR001	FP_FDR005	FP_FDR001	Protein_Group	Proteins
-0.099	-0.09	-0.119	0.18	0.162	0.04	-0.006	-0.045	-0.024	0.022	0.01	-0.051	0.111	0.203	-0.006	-0.141	-0.104	-0.044	not significant	not significant	not significant	not significant	Q9D1C9	RRP7A
-0.039	-0.149	-0.363	0.149	-0.093	-0.175	0.269	0.311	0.091	-0.127	-0.067	-0.211	-0.019	-0.131	-0.203	0.267	0.205	0.284	not significant	not significant	not significant	not significant	Q9DB85	RRP8
-0.067	0.083	0.125	0.105	0.159	0.294	-0.266	-0.225	-0.209	0.166	0.201	0.259	-0.024	-0.11	0.094	-0.206	-0.203	-0.177	not significant	not significant	not significant	not significant	Q91WM3	RRP9
-0.15	-0.09	-0.2	0.104	0.278	-0.216	0.044	0.136	0.094	-0.268	-0.327	-0.108	0.108	-0.074	-0.113	0.171	0.18	0.43	not significant	not significant	not significant	not significant	Q9CYH6	RRS1
0.207	0.364	0.221	-0.045	0.122	-0.27	-0.066	0.074	-0.607	0.007	-0.037	0.042	0.18	0.067	0.338	-0.117	-0.29	-0.19	not significant	not significant	not significant	not significant	Q80T69	RSBN1
0.316	0.464	0.292	-0.124	-0.086	-0.016	-0.279	-0.241	-0.327	-0.267	-0.206	-0.213	0.454	0.553	0.387	-0.384	0.01	-0.334	significant	not significant	significant	not significant	D3Z0K6	RSBN1L
0.074	-0.093	-0.066	0.068	0.106	-0.06	-0.049	0.002	0.018	0.18	0.127	0.089	0.165	0.192	0.342	-0.46	-0.33	-0.305	not significant	not significant	not significant	not significant	E9PWW9	RSF1
0	0	0	0	0	0	0	0	0	-1.644	-1.119	-1.835	1.098	0.994	0.965	0.257	0.682	0.604	significant	significant	not significant	not significant	Q7M6Y1	RSL1
0.098	-0.078	-0.108	0.213	0.042	0.046	-0.002	-0.087	-0.125	-0.047	-0.039	-0.087	0.122	-0.02	-0.038	0.036	0.009	0.064	not significant	not significant	not significant	not significant	Q8BVY0	RSL1D1
-0.112	-0.078	-0.149	0.153	-0.122	-0.088	0.187	0.045	0.165	-0.38	-0.39	0.068	-0.193	-0.034	-0.717	0.716	0.175	0.755	significant	not significant	not significant	not significant	Q99L28	RSL24D1
-0.221	1.306	0.568	0.657	-0.571	-0.065	-0.154	-1.37	-0.149	1.015	-0.946	0.632	-0.063	0.361	-0.478	-0.092	0.141	-0.57	not significant	not significant	significant	not significant	Q8BVR6	RSPRY1
0.253	0.044	0.044	-0.101	-0.073	-0.059	0.051	-0.052	-0.107	0.447	0.386	0.315	-0.322	-0.332	-0.091	-0.155	0.05	-0.297	not significant	not significant	not significant	not significant	Q9DBU6	RSRC1
-0.054	-0.141	-0.127	0.353	0.452	0.072	-0.289	-0.046	-0.221	-0.635	-0.651	-0.749	0.613	0.846	1.088	-0.34	-0.172	0	significant	significant	not significant	not significant	A2RTL5	RSRC2
0	0	0	0	0	0	0	0	0	1.516	1.414	0.162	-0.876	0.237	0.335	-1.336	-0.496	-0.956	significant	significant	not significant	not significant	Q3UC65	RSRP1
-0.115	-0.161	-0.148	0.209	0.202	0.358	-0.202	-0.088	-0.055	0.257	-0.002	0.072	0.834	0.672	-0.088	-0.091	-0.608	-1.046	significant	not significant	not significant	not significant	Q01730	RSU1
-0.083	-0.385	0.071	-0.089	-0.04	-0.096	0.054	0.294	0.274	-1.125	-0.708	-1.416	0.821	0.668	0.32	0.587	0.688	0.165	significant	significant	not significant	not significant	Q9D7H3	RTCA
-0.058	-0.142	-0.204	-0.339	-0.288	-0.37	0.468	0.444	0.489	-0.452	-0.4	-0.405	0.101	0.13	-0.071	0.259	0.388	0.45	significant	not significant	significant	significant	Q99LF4	RTCB
0.961	1.383	1.031	-2.67	-0.007	2.566	-1.484	-0.544	-1.236	0.856	0.892	1.111	-0.649	-0.4	-0.724	0.238	-0.766	-0.559	significant	significant	significant	not significant	"Q0VGM9;Q0VGM9-2;Q0VGM9-3;Q0VGM9-5"	RTEL1
0.113	0.063	-0.031	-0.064	-0.1	-0.219	0.174	0.013	0.051	0.078	-0.185	-0.181	0.592	0.307	0.503	-0.809	-0.209	-0.096	significant	not significant	not significant	not significant	A2AQ19	RTF1
0.096	0.055	-0.042	-0.134	0.058	0.033	-0.031	-0.091	0.056	-0.274	-0.174	-0.052	0.549	0.117	0.337	-0.293	-0.107	-0.104	not significant	not significant	not significant	not significant	Q99K95	RTF2
-1.056	-2.024	-0.619	-2.221	-0.648	-0.646	2.323	2.345	2.546	-0.563	-1.365	-0.76	-1.505	-1.908	-0.008	2.411	2.133	1.565	significant	significant	significant	significant	Q9D1F0	RTL8B
0.587	0.61	0.502	0.059	0.043	-0.212	-0.609	-0.447	-0.534	-0.099	-0.096	0.39	0.222	1.132	-1.087	-0.554	0.528	-0.436	not significant	not significant	significant	significant	Q99P72	RTN4
-0.159	-0.27	-0.219	-0.101	-0.03	-0.028	0.254	0.267	0.285	-0.256	-0.282	0.056	0.272	0.053	0.092	-0.087	0.273	-0.121	not significant	not significant	not significant	not significant	Q9CQE8	RTRAF
0.246	0.106	0.926	-0.679	-0.466	0.402	0.16	-0.391	-0.303	-0.724	0.397	0.324	0.2	-0.261	0.366	0.388	-0.738	0.05	not significant	not significant	not significant	not significant	Q8R4Y8	RTTN
0.28	0.197	0.059	-0.043	-0.069	-0.032	-0.032	-0.141	-0.219	0.257	0.29	0.304	0.057	0.054	0.026	-0.284	-0.32	-0.384	not significant	not significant	not significant	not significant	P60122	RUVBL1
-0.056	0.086	0.182	-0.053	-0.032	0.127	-0.045	-0.166	-0.044	0.212	0.242	0.294	0.225	0.026	-0.037	-0.371	-0.305	-0.286	not significant	not significant	not significant	not significant	Q9WTM5	RUVBL2
0.128	0.224	0.129	-0.338	-0.345	-0.423	0.22	0.092	0.313	-1.674	-0.502	-0.847	2.437	2.778	-1.099	-1.099	-1.238	1.244	significant	not significant	significant	not significant	Q9CPR1	RWDD4
0.325	0.058	0.201	-1.697	-0.609	-0.761	1.127	0.921	0.435	-0.508	-1.132	-0.505	0.63	0.679	-0.315	0.171	0.763	0.216	significant	not significant	significant	significant	P28700	RXRA
-0.049	0.059	0.094	0.025	-0.515	-0.302	0.24	0.333	0.116	0.129	-0.135	0.046	0.474	0.28	0.596	-0.565	-0.207	-0.616	significant	not significant	not significant	not significant	"P28704;P28704-2"	RXRB
0	0	0	0	0	0	0	0	0	-0.38	-0.504	-0.436	0.482	0.078	-0.695	0.712	0.39	0.355	significant	not significant	not significant	not significant	Q8VDX6	RXYLT1
0.426	0.369	0.165	0.293	0.255	0.214	-0.622	-0.474	-0.625	-0.034	0.008	-0.116	0.237	0.272	0.223	-0.348	-0.048	-0.194	not significant	not significant	significant	significant	Q8CCI5	RYBP
0	0	0	0	0	0	0	0	0	-1.341	-0.576	-1.46	-0.235	-0.917	-0.976	2.975	-0.545	3.076	significant	significant	not significant	not significant	Q01887	RYK
0	0	0	0	0	0	0	0	0	0.987	0.809	0.282	0.374	-0.168	0.685	-1.945	1.176	-2.2	significant	not significant	not significant	not significant	E9PZQ0	RYR1
0.959	2.012	1.154	0.348	0.279	0.637	-0.235	-2.478	-2.676	0.272	0.283	0.127	0.434	0.263	0.112	-0.238	-0.748	-0.505	significant	not significant	significant	significant	"A2AGL3;A2AGL3-2"	RYR3
-1.908	-1.208	-0.853	-0.309	-0.089	-0.343	1.59	1.549	1.571	-1.062	-1.177	-0.356	-0.845	-0.418	-0.555	-0.56	2.637	2.335	significant	significant	significant	significant	P14069	S100A6
-0.02	-0.084	-0.625	0.663	0.259	0.431	-0.357	0.236	-0.502	0.278	0.256	0.154	0.251	0.318	0.43	-0.478	-0.452	-0.758	significant	not significant	significant	not significant	Q9D5K4	S100PBP
0.797	0.443	0.825	-1.832	-0.226	-1.92	0.298	0.744	0.871	0.255	-0.052	-0.644	0.089	0.136	0.049	-0.483	0.614	0.037	not significant	not significant	significant	significant	A6H687	SAC3D1
0.342	0.186	0.211	0.024	-0.322	0.144	-0.508	0.056	-0.133	-0.179	-0.229	-0.07	0.445	0.468	0.313	-0.83	0.302	-0.222	not significant	not significant	not significant	not significant	Q9EP69	SACM1L
-0.264	0.948	0.823	-0.653	-1.437	0.971	-0.671	-0.123	0.406	0.382	0.597	-0.613	-0.081	0.071	0.684	-0.775	-0.754	0.489	not significant	not significant	not significant	not significant	"Q9JLC8;Q9JLC8-3"	SACS
0.35	0.31	0.391	-0.091	0.132	0.059	-0.374	-0.444	-0.334	-0.543	-0.226	-0.154	1.324	1.52	0.462	-0.714	-0.981	-0.687	significant	significant	significant	not significant	Q9R1T2	SAE1
0.13	0.088	-0.006	-0.056	-0.035	-0.261	0.105	-0.023	0.057	0.389	0.284	0.312	-0.332	-0.284	-0.272	-0.083	-0.096	0.082	not significant	not significant	not significant	not significant	D3YXK2	SAFB
0.08	0.168	-0.052	0.058	0.08	-0.063	0.016	-0.212	-0.074	-0.104	-0.093	-0.15	-0.047	-0.068	0.182	0.094	0.067	0.119	not significant	not significant	not significant	not significant	Q80YR5	SAFB2
0.764	0.721	0.649	0.661	0.53	0.438	-1.189	-1.093	-1.48	0.754	0.666	0.723	0.422	0.416	0.367	-1.064	-1.177	-1.108	significant	significant	significant	significant	Q9ER74	SALL1
0	0	0	0	0	0	0	0	0	-0.146	-0.906	-1.233	1.513	1.447	1.146	-0.726	-0.679	-0.415	significant	significant	not significant	not significant	A0A2I3BQV4	SALL2 (isof.)
-2.232	-1.101	-3.891	1.174	1.046	0.998	1.311	1.398	1.296	-3.349	-3.319	-3.349	1.639	1.531	1.462	1.945	1.723	1.718	significant	significant	significant	significant	Q9QX96	SALL2
0.833	0.427	1.96	-1.761	-1.68	-1.696	0.804	0.307	0.807	0.721	0.394	0.32	-1.086	-1.088	-1.687	0.861	0.904	0.661	significant	significant	significant	significant	Q62255-2	SALL3
-0.055	-0.14	-0.17	0.362	0.295	0.212	-0.095	-0.206	-0.203	-0.08	-0.098	-0.136	0.3	0.233	0.292	-0.17	-0.239	-0.102	not significant	not significant	not significant	not significant	Q8BX22	SALL4
0.406	0.436	0.624	0.154	0.081	-0.092	-0.18	-0.503	-0.927	0.736	0.634	0.573	-0.153	0.065	0.022	-1.137	-0.456	-0.284	significant	significant	significant	not significant	D3YXK1	SAMD1
-0.397	-0.314	-0.296	-0.136	-0.108	-0.175	0.489	0.54	0.397	0.355	0.307	0.682	1.031	-0.485	-1.217	0.374	-0.647	-0.4	not significant	not significant	significant	significant	Q80XS6	SAMD4B
0	0	0	0	0	0	0	0	0	-0.926	-0.754	-1.376	-0.905	-1.546	-1.403	2.232	2.497	2.18	significant	significant	not significant	not significant	Q69Z37	SAMD9L
0.139	0.008	0.102	-0.09	-0.131	-0.078	-0.031	-0.008	0.089	-0.121	0.38	0.333	0.436	-0.409	-0.122	-0.983	-0.234	0.721	not significant	not significant	not significant	not significant	Q60710	SAMHD1
0.174	0.282	0.539	-0.115	-0.32	-0.201	0.026	-0.24	-0.144	-0.023	0.01	-0.082	1.04	0.52	-0.716	-0.056	-0.195	-0.499	not significant	not significant	significant	not significant	Q8BGH2	SAMM50
0.089	0.045	0.017	0.337	0.323	0.101	-0.32	-0.395	-0.197	-0.331	-0.28	-0.337	0.282	0.293	0.403	-0.009	-0.07	0.049	significant	not significant	significant	not significant	Q8BIH0	SAP130
0	0	0	0	0	0	0	0	0	-0.909	0.09	-0.754	-0.327	0.757	0.113	-0.922	0.688	1.265	not significant	not significant	not significant	not significant	"D3YY55;E9Q317"	SAP18
0.038	-0.166	-0.35	-0.032	-0.058	-0.024	0.16	0.275	0.157	0.197	-0.152	0.209	-0.058	0.229	0.112	-0.094	-0.204	-0.239	not significant	not significant	not significant	not significant	O55128	SAP18 (isof.)
-0.109	-0.314	-0.255	1.27	1.528	1.453	-0.577	-1.509	-1.487	0.089	-0.361	-0.205	0.324	-0.124	-0.076	0.025	-0.45	0.778	not significant	not significant	significant	significant	H3BLC5	SAP25 (isof.)
0.744	1.012	0.939	0.827	0.662	0.919	-1.244	-2.831	-1.028	1.152	1.184	0.906	1.228	0.789	0.732	-1.633	-1.484	-2.874	significant	significant	significant	significant	Q1EHW4	SAP25
0.159	0.513	0.379	-0.055	0.041	0.167	-0.412	-0.407	-0.383	-0.104	-0.114	-0.052	0.299	0.382	0.26	-0.232	-0.118	-0.32	not significant	not significant	significant	not significant	O88574	SAP30
-0.132	0.238	-0.054	-0.007	-0.003	0.014	-0.048	0.065	-0.071	0.394	0.267	0.36	0.246	0.437	0.291	-0.91	-0.619	-0.466	significant	significant	not significant	not significant	Q02614	SAP30BP
-0.656	-0.574	-0.064	0.305	0.054	0.917	0.79	0.159	-0.93	0.337	-1.273	-0.531	0.35	0.287	0.231	0.413	0.378	-0.193	not significant	not significant	not significant	not significant	Q5SQF8	SAP30L
-0.34	-0.176	0.292	0.402	0.039	0.186	0.106	0.187	-0.695	-0.375	-0.306	-0.375	0.153	0.156	0.179	0.186	0.235	0.147	not significant	not significant	not significant	not significant	Q9D818-2	SAPCD2
-0.144	-0.179	-0.27	-0.463	-0.398	-0.293	0.525	0.491	0.73	-0.143	-0.766	-0.29	0.605	-0.004	-1.001	0.45	0.472	0.677	not significant	not significant	significant	significant	P36536	SAR1A (isof.)
-0.031	-0.092	-0.123	-0.177	-0.532	-0.717	0.615	0.48	0.578	-2.417	-0.211	-1.158	0.996	0.454	0.032	0.995	0.771	0.538	significant	significant	significant	significant	Q99JZ4	SAR1A
-0.684	0.219	-0.393	0.455	0.139	-0.016	0.212	-0.028	0.096	-0.801	-0.391	-0.464	0.542	0.775	-0.08	-0.301	0.272	0.447	significant	not significant	not significant	not significant	Q8R3Q0	SARAF
-0.146	-0.176	-0.171	0.126	0.08	0.165	0.095	0.085	-0.059	-0.058	-0.457	-0.189	0.411	0.102	-0.08	0.101	0.316	-0.145	not significant	not significant	not significant	not significant	Q9D1J3	SARNP
-0.269	-0.057	0.408	0.614	0.317	0.398	-0.341	-0.512	-0.559	0.628	0.94	0.725	1.357	1.328	1.575	-2.238	-2.105	-2.211	significant	significant	significant	not significant	Q9JJL8	SARS2
-0.007	-0.089	-0.04	-0.059	-0.134	-0.165	0.23	0.158	0.106	-0.032	-0.038	-0.03	-0.236	-0.182	-0.172	0.188	0.241	0.261	not significant	not significant	not significant	not significant	Q9Z315	SART1
-0.054	-0.023	0	0.078	0.125	0.192	-0.132	-0.141	-0.045	-0.079	-0.009	-0.009	0.746	0.752	0.027	-0.403	-0.34	-0.684	significant	not significant	not significant	not significant	Q9JLI8	SART3
-0.849	-1.598	-1.367	0.128	0.182	0.525	0.992	1.154	0.833	0.453	0.458	-0.718	-0.985	-0.037	-0.629	0.51	0.657	0.29	significant	not significant	significant	significant	P59808	SASH1
-0.044	0.302	0.451	-0.131	-0.161	-0.505	0.302	-0.33	0.116	0.962	0.984	1.071	0.346	0.892	-1.697	-1.906	-0.158	-0.494	significant	not significant	not significant	not significant	"Q80UK7;Q80UK7-2"	SASS6
2.173	0.162	2.377	-1.225	-0.793	-0.617	-1.558	-0.16	-0.359	1.032	0.854	0.359	0.791	0.662	-1.95	0.748	-2.421	-0.076	not significant	not significant	significant	significant	Q8VEB2	SAV1
0	0	0	0	0	0	0	0	0	-1.57	-1.454	-1.337	1.068	0.591	0.431	0.826	0.63	0.816	significant	significant	not significant	not significant	Q8K190	SAYSD1
0.198	0.138	0.063	0.186	0.198	0.278	-0.352	-0.298	-0.411	0.255	0.157	0.309	0.508	0.925	0.663	-0.695	-0.155	-1.967	significant	significant	significant	not significant	P70122	SBDS
0	0.17	0.002	0.081	0.286	-0.008	0.001	-0.222	-0.311	0.167	0.039	0.278	0.75	0.279	0.222	-1.292	-0.298	-0.144	significant	not significant	not significant	not significant	Q6ZPE2-2	SBF1
-0.742	-0.456	-0.102	-0.049	0.155	0.572	0.346	0.003	0.273	-0.413	-0.399	-0.076	0.424	0.084	0.51	0.012	-0.04	-0.1	not significant	not significant	significant	not significant	"E9PXF8;E9PXF8-2"	SBF2
-0.534	-0.661	-0.55	1.941	2.105	-1.268	0.893	-0.993	-0.934	-1.776	-0.511	-1.089	1.121	1.168	0.95	-0.341	0.164	0.314	significant	significant	significant	not significant	Q8QZX0	SBK1
0.387	0.491	0.334	0.173	0.121	0.095	-0.624	-0.448	-0.53	0.413	0.236	0.43	0.541	0.478	0.247	-0.72	-0.786	-0.839	significant	significant	significant	significant	"Q689Z5;Q689Z5-2"	SBNO1
0	0	0	0	0	0	0	0	0	-1.067	-1.34	0.585	-0.871	-0.463	0.124	0.863	0.901	1.268	significant	not significant	not significant	not significant	O88822	SC5D
0.113	-0.18	-0.079	-0.082	-0.288	0.008	0.264	0.097	0.145	0.058	0.085	0.219	0.032	0.124	0.118	-0.267	-0.099	-0.269	not significant	not significant	not significant	not significant	Q5U4C3	SCAF1
0	0	0	0	0	0	0	0	0	-2.418	2.003	-1.926	-0.011	-1.33	0.966	0.542	1.22	0.954	not significant	not significant	not significant	not significant	A0A2I3BRQ7	SCAF11 (isof.)
-0.161	-0.187	-0.464	-0.392	-0.34	-0.311	0.6	0.742	0.512	0.251	0.258	0.208	-0.686	-0.858	-0.861	0.48	0.626	0.582	significant	significant	significant	significant	E9PZM7	SCAF11
0.136	-0.207	-0.655	0.176	-0.422	-0.164	0.665	0.232	0.238	-0.084	-0.186	-0.079	-0.222	-0.179	0.219	0.205	0.351	-0.024	not significant	not significant	not significant	not significant	Q7TSH6-3	SCAF4
-0.053	0.072	0.096	0.008	0.054	-0.064	-0.009	-0.225	0.121	0.255	0.295	0.304	-0.125	0.049	0.098	-0.443	-0.112	-0.321	not significant	not significant	not significant	not significant	Q6DID3	SCAF8
-0.2	0.074	-0.404	-0.028	-0.56	-0.24	0.228	0.984	0.146	-0.464	0.164	0.15	-0.345	-0.236	-0.012	-0.13	0.621	0.252	not significant	not significant	significant	not significant	Q8C8N2	SCAI
0.109	0.11	0.068	0.109	0.072	0.1	-0.102	-0.177	-0.289	1.303	1.138	1.107	0.192	0.365	0.066	-2.278	-2.017	0.123	significant	significant	not significant	not significant	O35609	SCAMP3
0	0	0	0	0	0	0	0	0	-2.27	-2.085	-1.972	1.101	0.852	0.795	1.242	1.06	1.279	significant	significant	not significant	not significant	Q6GQT6	SCAP
1.022	0.626	-0.022	0.708	-0.471	-0.264	-1.104	-0.235	-0.26	1.078	1.499	1.311	-4.172	1.518	0.477	0.496	0.339	-2.546	not significant	not significant	significant	not significant	"B2RXS3;F8VQ70"	SCAPER
-0.346	-0.734	0.569	0.013	0.074	-0.225	0.355	0.158	0.136	-0.424	-0.442	-0.485	1.5	0.315	-1.041	-0.785	0.665	0.696	not significant	not significant	not significant	not significant	Q8R127	SCCPDH
-0.289	-0.222	-0.224	0.071	-0.683	-0.453	0.679	0.614	0.507	-0.6	-0.49	-0.28	-0.528	0.021	-0.648	0.748	0.778	0.999	significant	significant	significant	significant	P13516	SCD1
0.062	0.341	-0.36	-0.775	-1.308	-1.236	0.772	1.3	1.204	1.349	1.405	-0.522	-1.277	-2.368	-2.272	0.932	1.269	1.485	significant	significant	significant	significant	P13011	SCD2
0	0	0	0	0	0	0	0	0	0.144	-0.019	-0.079	-1.986	0.137	-0.621	0.793	0.875	0.756	significant	not significant	not significant	not significant	Q9EQG3	SCEL
0.395	0.424	0.351	-0.415	-0.193	-0.414	-0.173	-0.07	0.095	0.195	0.241	0.235	0.249	0.184	-0.221	-0.158	-0.226	-0.499	not significant	not significant	significant	not significant	Q8BRF7	SCFD1
-0.34	-0.292	-0.129	0.322	0.533	0.288	-0.259	0.022	-0.144	-0.495	-0.509	0.627	0.597	0.658	-0.019	-0.578	-0.556	0.275	not significant	not significant	significant	not significant	Q8BTY8	SCFD2
0	0	0	0	0	0	0	0	0	0.075	0.214	0.265	-0.338	-0.183	0.183	0.176	-0.165	-0.227	not significant	not significant	not significant	not significant	G5E861	SCLT1
0	0	0	0	0	0	0	0	0	-0.844	-0.669	1.344	-0.732	-1.456	0.14	1.53	-0.72	1.408	not significant	not significant	not significant	not significant	Q8K214	SCMH1
-0.345	-1.445	-0.336	1.096	0.92	0.814	-1.467	0.251	0.512	-0.822	-0.991	-1.056	0.493	0.777	0.837	0.259	0.346	0.156	significant	significant	significant	significant	"B1AVB4;B1AVB5;E9Q796"	SCML2
0.129	0.045	0.02	-0.231	-0.277	-0.279	0.13	0.227	0.236	-1.9	-1.097	-0.148	3.348	2.883	-0.368	-0.967	-1.312	-0.438	significant	significant	not significant	not significant	Q5SUC9	SCO1
-0.162	-0.847	-0.435	-0.479	-0.39	-0.77	-1.147	2.21	2.021	-1.552	-2.326	-3.275	0.889	0.438	-0.149	2.198	2.077	1.699	significant	significant	significant	not significant	Q8VCL2	SCO2
0.073	0.03	0.012	-0.029	0.048	-0.077	0.002	0.059	-0.118	-0.113	-0.638	-0.957	-0.53	1.446	2.724	-0.813	-0.468	-0.652	significant	not significant	not significant	not significant	P32020	SCP2
-0.322	-0.325	-0.372	0.106	0.145	0.208	0.181	0.216	0.165	0.116	0.131	0.092	0.364	0.273	0.228	-0.376	-0.335	-0.491	significant	not significant	significant	not significant	Q80U72	SCRIB
-1.019	-1.217	-1.104	-0.286	-0.116	-0.408	1.517	1.391	1.242	-2.357	-1.781	-2.236	0.644	0.872	0.205	1.529	1.516	1.607	significant	significant	significant	significant	Q9CZC8	SCRN1
-0.255	-0.459	-0.429	0.173	0.155	0.208	0.23	0.241	0.135	-0.014	0.05	-0.102	0.77	0.73	0.248	-0.288	-0.851	-0.542	significant	not significant	significant	not significant	Q9EQC5	SCYL1
-0.561	-0.582	-0.586	-0.161	0.005	-0.035	0.641	0.551	0.728	-0.164	0.133	-0.024	0.03	0.292	0.39	-0.384	-0.278	0.005	not significant	not significant	significant	significant	Q8CFE4	SCYL2
-0.263	-0.289	-0.324	-0.104	-0.098	-0.288	0.377	0.447	0.542	-0.635	-0.616	-0.63	0.07	0.005	-0.009	0.489	0.638	0.688	significant	significant	significant	not significant	"Q80UZ2;Q80UZ2-2"	SDAD1
0.048	-0.022	-0.248	-0.188	-0.232	-0.153	0.183	0.393	0.219	-0.158	-1.305	-1.158	1.114	0.88	0.663	0.513	-0.155	-0.393	significant	significant	not significant	not significant	O08992	SDCBP
0	0	0	0	0	0	0	0	0	-0.091	0.82	0.942	-0.65	-2.16	-0.95	0.459	0.696	0.934	significant	significant	not significant	not significant	Q80UF4	SDCCAG8
0.025	0.019	0.04	-0.457	-0.326	-0.513	0.362	0.431	0.42	-0.158	-0.045	0.079	0.928	0.635	-0.212	-1.706	-0.235	0.714	not significant	not significant	significant	not significant	Q9DCT5	SDF2
-0.1	-0.059	-0.187	0.185	0.07	0.102	0.045	0.067	-0.122	-0.136	-0.095	-0.005	1.539	1.419	0.709	0.804	-4.375	0.139	significant	not significant	not significant	not significant	Q9ESP1	SDF2L1
0.544	0.657	0.606	0.106	0.065	0.201	-0.704	-0.587	-0.89	0.798	0.431	0.487	-1.394	1.602	1.22	-1.436	-1.498	-0.211	significant	not significant	significant	significant	Q61112	SDF4
0.368	0.308	0.479	-0.112	-0.21	-0.224	-0.206	-0.275	-0.128	0.513	0.555	0.908	0.486	0.033	-0.289	-0.986	-0.87	-0.35	significant	significant	significant	not significant	Q8K2B3	SDHA
0.414	0.435	0.357	-0.509	-0.561	-0.498	0.146	0.095	0.122	0.629	1.025	0.876	0.297	-0.3	-0.526	-0.556	-1.054	-0.391	significant	significant	significant	significant	Q9CQA3	SDHB
-0.248	-0.429	-0.276	-0.057	0.033	0.02	0.323	0.398	0.237	0.01	0.046	-0.037	0.313	-0.228	-0.299	0.08	-0.217	0.333	not significant	not significant	significant	not significant	Q9R0P6	SEC11A
-0.37	-0.259	-0.072	-0.229	-0.332	-0.276	0.55	0.511	0.476	0.452	0.389	0.473	0.909	0.253	-0.411	-0.713	-0.644	-0.708	significant	not significant	significant	significant	Q9D8V7	SEC11C
0.058	0.224	0.359	0.237	-0.174	-0.364	-0.255	-0.179	0.094	-0.119	-0.043	0.025	0.116	0.24	0.368	-0.296	-0.394	0.103	not significant	not significant	not significant	not significant	Q9D1M0	SEC13
1.013	1.293	1.286	0.013	-0.023	-0.012	-1.55	-1.159	-0.861	0.148	1.02	0.98	0.29	0.477	-0.059	-0.388	-0.586	-1.883	significant	significant	significant	significant	"A8Y5H7;A8Y5H7-2;A8Y5H7-3"	SEC14L1
0.265	0.393	0.367	0.061	0.157	0.03	-0.359	-0.572	-0.343	1.013	0.968	1.015	0.227	0.253	0.035	-1.038	-1.158	-1.314	significant	significant	significant	not significant	E9QAT4-2	SEC16A
0.037	-2.308	-0.49	1.274	0.186	0.973	0.551	-0.326	0.102	0.107	0.279	0.159	0.599	0.272	-0.467	0.097	-0.91	-0.136	not significant	not significant	significant	significant	Q8BH47	SEC22A
0.169	0.282	-0.075	-0.006	0.095	0.125	-0.235	-0.299	-0.055	0.338	0.302	0.362	0.363	0.125	-0.131	-0.424	-0.635	-0.3	significant	not significant	not significant	not significant	O08547	SEC22B
0.313	0.072	0.306	-0.122	0.13	0.243	-0.407	-0.225	-0.31	0.516	0.586	0.204	0.625	0.8	-0.202	-0.459	-2.002	-0.069	significant	not significant	not significant	not significant	Q01405	SEC23A
-0.26	-0.275	-0.249	-0.044	-0.106	-0.065	0.263	0.33	0.405	0.043	0.2	-0.06	-0.388	0.215	0.218	0.037	0.046	-0.312	not significant	not significant	significant	not significant	Q9D662	SEC23B
-0.238	-0.164	-0.182	0.271	0.453	0.267	-0.192	-0.079	-0.135	-0.155	-0.553	0.588	0.733	0.878	0.017	-0.627	-0.446	-0.436	significant	not significant	significant	not significant	Q6NZC7	SEC23IP
-0.244	-0.057	0.069	0.017	0.12	-0.34	0.06	0.059	0.317	0.305	0.053	0.335	0.256	0.25	-0.603	-0.281	-0.021	-0.293	not significant	not significant	not significant	not significant	Q80ZX0	SEC24B
0.208	0.285	0.028	-0.01	0.042	0.018	-0.202	-0.195	-0.175	0.481	0.454	0.59	0.127	0.075	0.104	-0.537	-0.679	-0.616	significant	significant	not significant	not significant	A0A286YDI8	SEC24C
-0.091	-0.161	-0.137	0.406	0.169	0.009	-0.027	-0.113	-0.054	1.128	-0.52	1.199	1.089	-0.789	-1.42	0.305	-0.142	-0.849	not significant	not significant	not significant	not significant	Q6NXL1	SEC24D
0.103	0.214	0.271	-0.159	-0.122	-0.09	-0.068	-0.028	-0.121	0.325	0.25	0.01	0.789	0.874	0.122	-0.885	-0.754	-0.731	significant	significant	not significant	not significant	Q3UPL0	SEC31A
-1.407	-0.443	0.811	-0.987	-0.302	3.012	-0.916	-0.876	1.109	-0.246	-0.31	0.038	0.069	-0.055	-0.076	0.084	0.111	0.385	not significant	not significant	not significant	not significant	P61620	SEC61A1
0	0	0	0	0	0	0	0	0	-0.451	-1.421	-0.377	0.397	0.281	-0.111	0.303	0.313	1.066	significant	not significant	not significant	not significant	Q9JLR1	SEC61A2
0.072	0.204	0.504	0.35	0.092	-0.097	0.014	-0.71	-0.428	-0.182	0.745	0.657	0.176	0.055	-0.063	-0.469	-0.657	-0.262	significant	not significant	not significant	not significant	Q9CQS8	SEC61B
-0.262	-0.018	0.128	-0.235	0.202	-0.057	0.046	0.177	0.019	0.442	0.342	0.746	0.96	-0.426	-0.06	-0.823	-0.462	-0.719	significant	not significant	not significant	not significant	P60060	SEC61G
0.022	-0.013	0.031	-0.09	-0.14	-0.292	0.201	0.219	0.061	-0.074	-0.048	-0.128	0.075	-0.111	-0.22	0.324	0.047	0.135	not significant	not significant	not significant	not significant	Q8BU14	SEC62
